,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
1085,1132,riemann.social,"Die Verbreitung von strafrechtlich relevantem Material - insbesondere, jedoch nicht beschränkt auf Kinderpornografie - führt zu einem sofortigen Block sowie zur Weitergabe der Benutzerdaten des betroffenen Accounts an die zuständigen Strafverfolgungsbehörden.",die verbreitung von strafrechtlich relevantem material insbesondere jedoch nicht beschränkt auf kinderpornografie führt zu einem sofortigen block sowie zur weitergabe der benutzerdaten des betroffenen accounts an die zuständigen strafverfolgungsbehörden,non-Englsih,"However, the spread of criminal material, in particular, not limited to child pornography leads to an immediate block and to the transfer of the user data of the affected account to the responsible law enforcement authorities"
1086,1133,mastodon.boyfails.me,No pornographic content,no pornographic content,non-Englsih,no pornographic content
1087,1134,mastodon.boyfails.me,"No copyrighted materials, personally identifiable or protected information",no copyrighted materials personally identifiable or protected information,English,no copyrighted materials personally identifiable or protected information
1088,1135,social.joshanders.com,Don't be a dick,dont be a dick,English,dont be a dick
1089,1136,masto.esophiamedias.fr,"Respectez les autres utilisateurs : pas de harcèlement, de discrimination, de racisme, de sexisme, d'homophobie, de transphobie ou d'attaques personnelles.",respectez les autres utilisateurs pas de harcèlement de discrimination de racisme de sexisme dhomophobie de transphobie ou dattaques personnelles,non-Englsih,Respect other users No harassment of discrimination of sexism racism of transphobia or personal dattaques
1090,1137,masto.esophiamedias.fr,"Pas de contenu illégal : ne partagez pas de contenus piratés, de logiciels malveillants, de pornographie enfantine, ou tout autre contenu illégal.",pas de contenu illégal ne partagez pas de contenus piratés de logiciels malveillants de pornographie enfantine ou tout autre contenu illégal,non-Englsih,No illegal content do not share hacked software content of children's pornography or any other illegal content
1091,1138,masto.esophiamedias.fr,Soyez respectueux de la vie privée : ne partagez pas de données personnelles ou confidentielles sans le consentement de la personne concernée.,soyez respectueux de la vie privée ne partagez pas de données personnelles ou confidentielles sans le consentement de la personne concernée,non-Englsih,Be respectful of privacy do not share personal or confidential data without the consent of the person concerned
1092,1139,masto.esophiamedias.fr,"Pas de spam ou de publicité : ne publiez pas de publicités ou de liens de parrainage, et ne spammez pas les autres utilisateurs.",pas de spam ou de publicité ne publiez pas de publicités ou de liens de parrainage et ne spammez pas les autres utilisateurs,non-Englsih,No spam or advertising do not publish advertisements or sponsorship links and do not spam other users
1093,1140,masto.esophiamedias.fr,"Utilisez les hashtags de manière appropriée : utilisez les hashtags pertinents pour rendre votre contenu facilement trouvable, mais n'utilisez pas de hashtags inappropriés ou trompeurs.",utilisez les hashtags de manière appropriée utilisez les hashtags pertinents pour rendre votre contenu facilement trouvable mais nutilisez pas de hashtags inappropriés ou trompeurs,non-Englsih,Use the hashtags appropriately Use the relevant hashtags to make your contents easily found but draw no inappropriate or deceptive hashtags
1094,1141,masto.esophiamedias.fr,"Respectez les règles de la communauté : respectez les règles de la communauté Mastodon en général, et suivez les consignes des modérateurs de l'instance.",respectez les règles de la communauté respectez les règles de la communauté mastodon en général et suivez les consignes des modérateurs de linstance,non-Englsih,Respect the community rules respect the rules of the mastodon community in general and follow the instructions of the linstance moderators
1095,1142,masto.esophiamedias.fr,Pas de trolls : ne cherchez pas à provoquer ou à perturber la communauté.,pas de trolls ne cherchez pas à provoquer ou à perturber la communauté,non-Englsih,No trolls do not seek to cause or disrupt the community
1096,1143,masto.esophiamedias.fr,"Pas de contenus violents : ne partagez pas de contenus violents, choquants, ou gore.",pas de contenus violents ne partagez pas de contenus violents choquants ou gore,non-Englsih,No violent content do not share shocking or gore violent content
1097,1144,masto.esophiamedias.fr,Soyez poli : utilisez un langage approprié et évitez les insultes ou les propos vulgaires.,soyez poli utilisez un langage approprié et évitez les insultes ou les propos vulgaires,non-Englsih,Be polished use an appropriate language and avoid insults or vulgar words
1098,1145,masto.esophiamedias.fr,"Signalez les abus : si vous voyez un comportement inapproprié ou si vous êtes victime d'abus, signalez-le immédiatement aux modérateurs de l'instance.",signalez les abus si vous voyez un comportement inapproprié ou si vous êtes victime dabus signalezle immédiatement aux modérateurs de linstance,non-Englsih,Report the abuses if you see inappropriate behavior or if you are the victim Dabus immediately report it to the Linstance moderators
